b,e,c,n,w,be,bc,bn,bw,ec,en,ew,cn,cw,nw,bec,ben,bew,bcn,bcw,bnw,ecn,ecw,enw,cnw,becn,becw,benw,bcnw,ecnw
4291713.203,1574003.324,1697936.916,1600326.395,1445088.397,71602.86459,80760.17207,58680.06894,61017.22314,341029.1728,205593.7849,147939.409,185256.3396,135968.5138,416216.9317,63265.58697,32990.05494,31638.3882,33288.45188,32148.218,58034.17032,166259.9371,126582.2993,220900.4349,185896.4451,89792.14989,82347.90677,104271.9386,94767.63972,1665501.191
4303660.565,1573597.829,1696286.75,1603129.778,1443172.91,71798.24303,80543.275,58662.57396,60412.25545,340325.8485,204156.1578,148647.8531,185104.1242,136054.7225,414145.7424,63397.85527,33445.63235,31869.04531,33979.28522,32015.60211,58173.22845,164133.5924,126248.8146,220986.0225,186103.4702,91699.857,82668.8627,104758.8434,94449.69643,1671290.446
4303296.95,1572866.64,1696567.669,1602489.189,1442290.951,70518.83856,80045.56367,58928.12455,59685.76448,340062.6491,204317.1518,148355.7965,184476.9073,135812.3272,412695.519,62405.9271,32734.96884,31251.64585,33373.7166,31860.80725,57692.75921,164424.4355,126716.0218,220147.0026,184422.8271,90320.20816,82255.96373,104309.5867,94020.0497,1674266.4
4294204.44,1573799.745,1697497.945,1602580.608,1445922.724,71680.74359,80320.29151,57786.08604,60243.60934,339615.7489,205336.2361,148217.5559,185053.0238,135948.3724,415361.8278,63458.82309,32801.88424,31701.65014,33402.91977,32185.23398,57689.96339,164298.8217,125823.9077,219734.4204,185807.6878,89863.43199,82429.93611,104714.8371,94948.30528,1662208.155
4302080.154,1572020.033,1695175.927,1601538.658,1443697.154,71111.04138,79979.18293,57598.92029,59624.33081,340472.571,203828.1349,147011.9227,184260.3689,135273.1021,414347.2313,62711.43254,32177.72425,31301.75428,32820.17583,31576.07604,57138.39299,163961.6902,125531.6334,219606.2213,185720.6245,88644.68225,81914.97414,103838.2471,93298.90816,1667056.221
4300285.938,1572334.987,1697407.002,1603573.289,1442034.701,71076.2635,80596.65614,58837.18116,60635.11309,339324.5332,204265.1829,148569.643,184556.9955,135592.6502,413922.0448,63438.01488,32759.26277,31456.18191,33496.11075,32085.36905,57375.87918,164081.4979,126806.4603,220781.5355,184862.4539,90616.44575,83025.45821,104196.1971,93760.96635,1665187.243
4298098.678,1574558.695,1698448.389,1600168.975,1442839.424,71224.00968,80555.74737,58307.1255,59448.0433,339751.9266,204860.4933,148696.4598,184873.399,135516.73,412944.456,62764.47641,32636.05664,31430.99131,33247.70968,32007.06791,57757.01072,164015.8937,126413.5568,221246.044,185569.5842,90056.25937,82390.06953,104389.8071,94636.39598,1665696.299
4308916.797,1571797.377,1696195.374,1602930.73,1442693.994,71259.97561,80367.30988,57859.61441,58815.29499,338572.3636,204908.0106,147646.7898,184848.3829,135847.5408,413929.3921,63058.07387,32533.73707,31456.62974,32921.18228,31793.58506,56876.89131,163009.9594,125681.1631,220223.8353,185400.257,89829.08036,83076.20805,103757.7112,93258.67209,1675030.144
4303111.901,1573994.448,1697579.168,1600300.773,1441493.006,71902.00895,80344.3841,59005.82457,60261.43102,340008.5098,204785.2075,148469.1156,185045.1869,136615.3412,415593.4259,62628.59866,33274.01179,31974.95284,33310.07823,32013.75553,58212.86222,164242.0027,127068.7925,221717.4268,186750.4247,89227.30644,82079.85509,105258.4031,94372.42082,1675466.96
4299799.482,1573199.953,1696629.583,1600763.501,1441507.174,71138.77877,80345.19405,58953.38359,58825.60414,339812.4511,204265.7438,148221.8058,184162.7858,135785.4913,414467.0868,62722.50836,32981.77953,31292.56682,33622.6681,31964.45879,57416.89012,162866.2295,127125.522,220405.8977,186073.9164,89905.58564,82839.53511,104120.0354,94605.03051,1667953.421
4301277.671,1574132.782,1698130.708,1602734.849,1440785.757,71208.38841,80576.35427,58311.8302,60014.54386,340369.5298,205273.0362,148597.6125,185329.6084,135601.882,414150.3405,63089.523,32812.93524,31664.40007,33355.98661,32305.31871,58011.40636,164557.1476,125854.9004,221234.2692,185036.1701,89890.87935,83032.67013,104666.039,94836.73336,1672329.276
4300906.432,1571305.19,1696122.285,1603399.669,1443015.509,71801.40928,80362.531,58259.50851,60188.09788,338708.0225,204584.6383,148114.5499,184726.9589,136072.5408,414538.7386,63035.88609,33033.66663,31547.879,33091.13041,31718.52257,57160.17721,163553.3667,126106.0697,220773.4523,186336.7534,90825.47505,82865.59775,103901.8736,93442.39098,1669608.823
4304345.393,1571765.468,1695905.496,1601967.448,1443745.624,70586.83024,79835.87794,57714.24478,59728.73588,339169.4575,203940.9042,147803.8995,184379.0777,135370.0741,412948.4126,62668.29136,32543.19516,31434.94218,33128.43946,31605.3536,57481.21915,163973.9418,125546.7252,219734.3592,184535.1601,89581.66925,82203.94437,104489.5349,93927.74497,1671442.75
4305908.263,1575136.538,1697993.363,1601510.491,1438633.168,71990.13434,80141.35689,58271.33968,59158.54222,340477.33,204215.2387,147770.8605,184624.0056,135711.6202,414886.2645,62758.92232,32805.38677,31333.16504,33007.47369,31738.70121,57689.39336,162812.7181,126051.1653,220398.6207,186683.7879,89249.65692,81873.58696,104066.9891,94357.17169,1672819.371
4303588.193,1573639.473,1696086.063,1602655.071,1443766.347,71208.15389,79896.12314,58799.23824,59319.53873,339500.5331,204877.2322,148576.0124,185240.6089,135662.5094,413699.5134,62644.70852,32881.01332,31499.04009,33347.9654,31856.548,57560.01021,163155.8101,126506.9913,219733.3858,185246.3403,89063.54568,82609.57378,104034.4335,93887.68652,1671238.882
4309186.372,1573045.768,1695177.319,1600599.143,1441932.777,71462.71513,79936.92677,58315.68126,59859.87868,339324.9724,205526.2111,147589.7576,185480.1031,135940.3017,412160.033,62557.61398,32845.94412,31734.17136,33140.69586,32134.83206,57676.07879,164911.5613,126005.2989,219542.869,185886.4737,89663.93124,82462.87313,104413.1417,94157.56566,1677827.829
4297940.956,1574829.301,1696735.79,1602560.693,1444756.89,71254.34391,80228.61094,58206.44445,58191.29092,339829.7994,204934.3907,148446.7588,184480.8483,136262.364,415413.5177,63438.95424,33147.00586,31035.82276,33583.82102,31460.62816,56949.82876,162663.25,126024.3158,220331.0657,185923.2256,90631.14078,81823.20667,103785.1574,93347.01889,1664698.782
4292343.885,1573992.078,1697376.564,1602640.828,1442084.378,70877.65444,79955.05626,57612.74157,59563.71878,340149.7253,204454.735,147933.5954,184419.9538,135610.3097,414660.9817,63104.94395,32833.31993,31558.79107,33277.59265,32237.11566,57710.5455,163485.7232,125477.8531,219751.706,185593.2607,89990.2942,82613.15419,104371.7676,94765.06923,1667048.198
