b,e,c,n,w,be,bc,bn,bw,ec,en,ew,cn,cw,nw,bec,ben,bew,bcn,bcw,bnw,ecn,ecw,enw,cnw,becn,becw,benw,bcnw,ecnw
139557.7317,52765.5624,56462.915,50228.86049,50192.63865,2429.867687,2838.950109,2081.629689,2079.426231,10828.92856,5724.410832,5760.632668,4677.810762,4670.746731,13502.15559,2240.728665,1227.943242,1230.1467,1230.329919,1228.125404,2237.609868,5932.298091,5939.362121,8471.976963,6905.257439,2080.83187,2083.036386,2818.206299,2414.611424,58245.24275
139528.0883,52961.31622,56524.69274,50117.90069,50101.0565,2467.155426,2853.405618,2121.458602,2120.428009,11073.57361,5742.072745,5758.91693,4716.324981,4713.046268,13987.21632,2311.16916,1246.347797,1247.37839,1247.511192,1246.480221,2308.731144,5997.96498,6001.243693,8484.878769,6988.9359,2121.531869,2122.56284,2837.56809,2455.237445,57861.37356
140008.3871,52877.02332,56259.88688,50187.18793,50163.18251,2461.048254,2833.131877,2110.877489,2109.402806,10937.05457,5700.303431,5724.30886,4734.751324,4730.026046,13652.7973,2275.397875,1242.056706,1243.531389,1243.708831,1242.23341,2272.105034,6008.947991,6013.673269,8427.037429,6998.372792,2110.902173,2112.377593,2811.416196,2444.614428,58576.11215
139474.5358,52429.4236,55945.61565,49684.52256,49671.82058,2385.709533,2757.92924,2062.243888,2061.483314,10993.28151,5657.108785,5669.810768,4639.072273,4636.613827,13840.54047,2247.598759,1207.807957,1208.568532,1208.678149,1207.917336,2245.551282,5930.889486,5933.347933,8343.236382,6874.734556,2062.396558,2063.157371,2744.450315,2375.554838,58436.79542
139351.6842,52543.59541,55988.10577,50247.38843,50214.89975,2375.140612,2748.889779,2064.666087,2062.707306,10844.53386,5640.29314,5672.781814,4657.636312,4651.297047,13299.20096,2206.230973,1210.387861,1212.346642,1212.49497,1210.53539,2203.59106,5941.521559,5947.860824,8266.463481,6821.324244,2063.895381,2065.854961,2731.317581,2362.043029,58359.56175
139671.8376,52437.65537,55826.03532,50053.90264,50025.11111,2374.350981,2740.169078,2060.746723,2059.01091,10790.13964,5647.018561,5675.810083,4678.20277,4672.563262,13295.49206,2198.506726,1211.11193,1212.847743,1212.988622,1211.252127,2195.978097,5951.787874,5957.427381,8270.589034,6849.718596,2060.156336,2061.892831,2723.14733,2361.60126,58783.15646
139365.9455,53064.60034,56578.49735,50619.96573,50601.71246,2464.609973,2844.771366,2165.798268,2164.667217,11047.94382,5817.604641,5835.857915,4799.418965,4795.834573,13683.81179,2308.028028,1272.255913,1273.386964,1273.48929,1272.357935,2306.254542,6096.050735,6099.635127,8414.803616,6955.959419,2165.489118,2166.620474,2833.194185,2455.984641,57472.77259
138508.455,52372.76047,55998.16019,49860.54462,49836.45249,2323.566146,2703.661507,2020.668073,2019.248295,10740.3781,5644.828185,5668.920316,4596.86759,4592.247156,13453.36287,2175.19241,1188.762116,1190.181893,1190.28727,1188.867082,2173.364441,5847.699112,5852.319546,8239.461316,6735.27108,2020.069977,2021.490165,2691.324528,2314.443094,57752.62774
139408.5333,53273.48807,56738.59753,50558.98318,50535.6025,2486.486278,2866.526064,2145.104673,2143.656659,10914.37534,5779.290234,5802.670919,4785.479525,4780.88711,13691.40502,2299.668505,1267.251693,1268.699707,1268.836858,1267.388307,2297.23579,6036.902177,6041.494592,8465.413038,7011.636058,2144.787278,2146.23583,2850.489639,2474.438127,57558.0854
139671.5381,53139.07033,56616.51029,50378.18245,50350.22738,2487.390754,2875.737294,2114.336058,2112.615427,10965.28061,5701.521709,5729.476781,4715.453672,4709.977585,13733.75269,2294.127856,1245.279356,1246.999986,1247.2168,1245.495133,2290.138703,5976.876916,5982.353004,8492.732945,7014.007369,2114.422944,2116.144611,2849.682476,2467.756188,58037.52144
